"","day","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender","distance","zip","elev","dew","precip","hum","snow","temp","windspeed","visibility","windchill","heatindex","fog","rain","hail","thunder","tornado","speed"
"19406","Thursday",589,2014-03-27 09:54:51,2014-03-27 10:04:40,499,"Broadway & W 60 St",40.76915505,-73.98191841,359,"E 47 St & Park Ave",40.75510267,-73.97498696,19320,"Subscriber","1980",1,"1.929","10463","-32798","6.1","-9999","45","0","25","8.1","10","16.3","-9999","0","0","0","0","0",0
"19407","Friday",240,2014-03-21 10:08:54,2014-03-21 10:12:54,500,"Broadway & W 51 St",40.76228826,-73.98336183,456,"E 53 St & Madison Ave",40.7597108,-73.97402311,16038,"Subscriber","1974",1,"0.724","10019","0","18","-9999","40","0","41","-9999","10","-999","-9999","0","0","0","0","0",0
"19408","Thursday",418,2014-03-13 16:09:08,2014-03-13 16:16:06,503,"E 20 St & Park Ave",40.73827428,-73.98751968,517,"E 41 St & Madison Ave",40.752141,-73.979782,18683,"Subscriber","1960",1,"1.323","10003","33","-2.9","-9999","27","0","27","13.8","10","15.6","-9999","0","0","0","0","0",0
"19409","Thursday",394,2014-03-27 12:57:41,2014-03-27 13:04:15,503,"E 20 St & Park Ave",40.73827428,-73.98751968,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,16272,"Subscriber","1968",1,"1.327","10003","-32809","3","-9999","27","0","34","0","10","-999","-9999","0","0","0","0","0",0
"19410","Friday",255,2014-03-28 16:27:12,2014-03-28 16:31:27,505,"6 Ave & W 33 St",40.74901271,-73.98848395,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,20137,"Subscriber","1963",1,"0.81","10001","0","46.9","-9999","64","0","59","6.9","10","-999","-9999","0","0","0","0","0",0
"19411","Monday",349,2014-03-24 16:59:34,2014-03-24 17:05:23,513,"W 56 St & 10 Ave",40.768254,-73.988639,490,"8 Ave & W 33 St",40.751551,-73.993934,20983,"Subscriber","1968",1,"1.757","10019","8","1","-9999","25","0","34","6.9","10","28","-9999","0","0","0","0","0",0
"19412","Friday",345,2014-03-07 09:51:06,2014-03-07 09:56:51,518,"E 39 St & 2 Ave",40.74780373,-73.9734419,545,"E 23 St & 1 Ave",40.736502,-73.97809472,20015,"Subscriber","1968",1,"0.968","10016","32777","21","-9999","69","0","30","12.7","10","20","-9999","0","0","0","0","0",0
"19413","Tuesday",254,2014-03-04 09:16:11,2014-03-04 09:20:25,520,"W 52 St & 5 Ave",40.75992262,-73.97648516,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,15756,"Subscriber","1961",1,"0.613","10019","32828","1.9","-9999","52","0","17.1","4.6","10","10","-9999","0","0","0","0","0",0
"19415","Tuesday",215,2014-03-11 09:43:48,2014-03-11 09:47:23,533,"Broadway & W 39 St",40.75299641,-73.98721619,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,18544,"Subscriber","1977",1,"0.475","10018","0","32","-9999","50","0","50","4.6","10","-999","-9999","0","0","0","0","0",0
"19416","Friday",370,2014-03-21 10:08:11,2014-03-21 10:14:21,536,"1 Ave & E 30 St",40.74144387,-73.97536082,486,"Broadway & W 29 St",40.7462009,-73.98855723,16035,"Subscriber","1990",1,"1.125","10016","19","18","-9999","40","0","41","-9999","10","-999","-9999","0","0","0","0","0",0
"19418","Monday",381,2014-03-31 16:01:22,2014-03-31 16:07:43,537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,19172,"Subscriber","1981",1,"1.281","10010","-19","33.1","-9999","45","0","54","5.8","10","-999","-9999","0","0","0","0","0",0
"19419","Tuesday",546,2014-03-18 09:20:34,2014-03-18 09:29:40,545,"E 23 St & 1 Ave",40.736502,-73.97809472,379,"W 31 St & 7 Ave",40.749156,-73.9916,20063,"Subscriber","1983",1,"1.435","10010","22","14","-9999","51","0","30","6.9","10","23.2","-9999","0","0","0","0","0",0
"19422","Monday",254,2014-03-17 11:29:50,2014-03-17 11:34:04,2003,"1 Ave & E 18 St",40.73416059,-73.98024289,497,"E 17 St & Broadway",40.73704984,-73.99009296,15536,"Subscriber","1976",1,"0.686","10009","12","1.9","-9999","35","0","26.1","12.7","10","15","-9999","0","0","0","0","0",0
"19423","Wednesday",287,2014-03-19 16:16:27,2014-03-19 16:21:14,2012,"E 27 St & 1 Ave",40.739445,-73.976806,472,"E 32 St & Park Ave",40.7457121,-73.98194829,19346,"Subscriber","1986",1,"0.733","10016","-4","32","-9999","63","0","44.1","4.6","9","41.5","-9999","0","0","0","0","0",0
"19426","Tuesday",265,2014-03-11 10:46:18,2014-03-11 10:50:43,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,496,"E 16 St & 5 Ave",40.73726186,-73.99238967,19843,"Subscriber","1989",1,"0.893","10011","33","33.1","-9999","47","0","53.1","9.2","10","-999","-9999","0","0","0","0","0",0
"19427","Tuesday",444,2014-03-18 09:00:48,2014-03-18 09:08:12,128,"MacDougal St & Prince St",40.72710258,-74.00297088,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,14861,"Subscriber","1985",1,"1.196","10012","6","14","-9999","51","0","30","6.9","10","23.2","-9999","0","0","0","0","0",0
"19429","Wednesday",288,2014-03-12 14:17:22,2014-03-12 14:22:10,147,"Greenwich St & Warren St",40.71542197,-74.01121978,376,"John St & William St",40.70862144,-74.00722156,20571,"Subscriber","1974",1,"0.8","10007","48","42.1","-9999","69","0","52","6.9","7","-999","-9999","0","0","0","0","0",0
"19431","Friday",154,2014-03-07 09:01:14,2014-03-07 09:03:48,151,"Cleveland Pl & Spring St",40.7218158,-73.99720307,2004,"6 Ave & Broome St",40.724399,-74.004704,20924,"Subscriber","1984",1,"0.925","10012","-7","21","-9999","69","0","30","12.7","10","20","-9999","0","0","0","0","0",0
"19432","Friday",391,2014-03-21 16:24:04,2014-03-21 16:30:35,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,352,"W 56 St & 6 Ave",40.76340613,-73.97722479,19405,"Subscriber","1972",1,"1.116","10017","-32828","17.1","-9999","26","0","51.1","4.6","10","-999","-9999","0","0","0","0","0",0
"19433","Friday",280,2014-03-07 15:09:09,2014-03-07 15:13:49,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,442,"W 27 St & 7 Ave",40.746647,-73.993915,17905,"Subscriber","1988",1,"0.975","10011","1","23","-9999","59","0","36","6.9","10","30.3","-9999","0","0","0","0","0",0
"19434","Friday",599,2014-03-14 16:49:43,2014-03-14 16:59:42,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,517,"E 41 St & Madison Ave",40.752141,-73.979782,17506,"Subscriber","1968",1,"1.779","10011","51","10","-9999","25","0","44.1","9.2","10","39","-9999","0","0","0","0","0",0
"19435","Friday",374,2014-03-07 16:22:53,2014-03-07 16:29:07,173,"Broadway & W 49 St",40.76064679,-73.98442659,448,"W 37 St & 10 Ave",40.75660359,-73.9979009,17623,"Subscriber","1987",1,"1.093","10019","32785","24.1","-9999","62","0","36","6.9","10","30.3","-9999","0","0","0","0","0",0
"19436","Friday",247,2014-03-07 16:06:34,2014-03-07 16:10:41,173,"Broadway & W 49 St",40.76064679,-73.98442659,480,"W 53 St & 10 Ave",40.76669671,-73.99061728,14836,"Subscriber","1981",1,"0.887","10019","32795","24.1","-9999","62","0","36","6.9","10","30.3","-9999","0","0","0","0","0",0
"19437","Thursday",408,2014-03-13 13:42:01,2014-03-13 13:48:49,195,"Liberty St & Broadway",40.70905623,-74.01043382,308,"St James Pl & Oliver St",40.71307916,-73.99851193,15822,"Subscriber","1958",1,"0.942","10005","32785","1","-9999","39","0","23","16.1","10","9.6","-9999","0","0","0","0","0",0
"19438","Friday",230,2014-03-21 10:49:50,2014-03-21 10:53:40,212,"W 16 St & The High Line",40.74334935,-74.00681753,482,"W 15 St & 7 Ave",40.73935542,-73.99931783,20719,"Subscriber","1972",1,"0.538","10011","9","18","-9999","40","0","41","-9999","10","-999","-9999","0","0","0","0","0",0
"19439","Friday",230,2014-03-21 13:08:50,2014-03-21 13:12:40,212,"W 16 St & The High Line",40.74334935,-74.00681753,482,"W 15 St & 7 Ave",40.73935542,-73.99931783,20774,"Subscriber","1979",1,"0.538","10011","9","18","-9999","32","0","46.9","9.2","10","-999","-9999","0","0","0","0","0",0
"19440","Friday",279,2014-03-14 14:09:18,2014-03-14 14:13:57,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231,15108,"Subscriber","1991",1,"1.055","10003","-2","10.9","-9999","31","0","39.9","9.2","10","33.9","-9999","0","0","0","0","0",0
"19441","Wednesday",197,2014-03-26 14:08:50,2014-03-26 14:12:07,250,"Lafayette St & Jersey St",40.72456089,-73.99565293,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,14577,"Subscriber","1986",1,"2.911","10012","-4","3.9","-9999","28","0","34","16.1","10","23.8","-9999","0","0","0","0","0",0
"19442","Tuesday",109,2014-03-11 15:15:26,2014-03-11 15:17:15,261,"Johnson St & Gold St",40.69474881,-73.98362464,119,"Park Ave & St Edwards St",40.69608941,-73.97803415,16792,"Subscriber","1975",1,"0.428","11201","-23","32","-9999","29","0","64.9","5.8","10","-999","-9999","0","0","0","0","0",0
"19443","Friday",138,2014-03-28 09:11:50,2014-03-28 09:14:08,263,"Elizabeth St & Hester St",40.71729,-73.996375,296,"Division St & Bowery",40.71413089,-73.9970468,15692,"Subscriber","1963",1,"0.682","10013","4","36","-9999","59","0","50","-9999","10","-999","-9999","0","0","0","0","0",0
"19446","Tuesday",191,2014-03-25 16:54:01,2014-03-25 16:57:12,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,509,"9 Ave & W 22 St",40.7454973,-74.00197139,19163,"Subscriber","1987",1,"0.721","10011","-7","12","-9999","36","0","37","6.9","10","31.6","-9999","0","0","0","0","0",0
"19447","Friday",387,2014-03-07 15:19:16,2014-03-07 15:25:43,285,"Broadway & E 14 St",40.73454567,-73.99074142,150,"E 2 St & Avenue C",40.7208736,-73.98085795,19364,"Subscriber","1987",1,"1.685","10003","-28","23","-9999","59","0","36","6.9","10","30.3","-9999","0","0","0","0","0",0
"19449","Tuesday",290,2014-03-11 12:58:22,2014-03-11 13:03:12,285,"Broadway & E 14 St",40.73454567,-73.99074142,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,21070,"Subscriber","1987",1,"0.965","10003","-20","34","-9999","41","0","57.9","6.9","10","-999","-9999","0","0","0","0","0",0
"19450","Thursday",148,2014-03-20 16:24:31,2014-03-20 16:26:59,285,"Broadway & E 14 St",40.73454567,-73.99074142,345,"W 13 St & 6 Ave",40.73649403,-73.99704374,16208,"Subscriber","1964",1,"0.405","10003","-19","26.1","-9999","38","0","51.1","16.1","10","-999","-9999","0","0","0","0","0",0
"19451","Monday",284,2014-03-03 14:39:35,2014-03-03 14:44:19,285,"Broadway & E 14 St",40.73454567,-73.99074142,432,"E 7 St & Avenue A",40.72621788,-73.98379855,19456,"Subscriber","1980",1,"0.911","10003","-23","-0.9","-9999","38","0","21","-9999","10","-999","-9999","0","0","0","0","0",0
"19452","Monday",121,2014-03-10 10:01:44,2014-03-10 10:03:45,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,16027,"Subscriber","1980",1,"0.41","10003","-33","25","0","55","0","39.9","-9999","10","-999","-9999","0","0","0","0","0",0
"19453","Monday",283,2014-03-10 14:18:39,2014-03-10 14:23:22,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,297,"E 15 St & 3 Ave",40.734232,-73.986923,15108,"Subscriber","1971",1,"0.412","10003","-26","23","-9999","40","0","46","6.9","10","42.5","-9999","0","0","0","0","0",0
"19454","Monday",281,2014-03-03 10:03:13,2014-03-03 10:07:54,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,379,"W 31 St & 7 Ave",40.749156,-73.9916,16053,"Subscriber","1985",1,"1.771","10003","-20","1.9","-9999","44","0","21","6.9","10","12.4","-9999","0","0","0","0","0",0
"19455","Monday",195,2014-03-10 10:53:26,2014-03-10 10:56:41,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,475,"E 16 St & Irving Pl",40.73524276,-73.98758561,14679,"Subscriber","1984",1,"0.48","10003","-11","25","0","55","0","39.9","-9999","10","-999","-9999","0","0","0","0","0",0
"19457","Thursday",138,2014-03-20 13:55:31,2014-03-20 13:57:49,296,"Division St & Bowery",40.71413089,-73.9970468,307,"Canal St & Rutgers St",40.71427487,-73.98990025,17493,"Subscriber","1990",1,"0.566","10002","-10","27","-9999","41","0","50","9.2","10","-999","-9999","0","0","0","0","0",0
"19458","Wednesday",597,2014-03-12 09:37:52,2014-03-12 09:47:49,302,"Avenue D & E 3 St",40.72082834,-73.97793172,151,"Cleveland Pl & Spring St",40.7218158,-73.99720307,20898,"Subscriber","1972",1,"1.453","10009","11","35.1","-9999","63","0","46.9","4.6","7","-999","-9999","0","0","0","0","0",0
"19459","Friday",238,2014-03-28 16:42:41,2014-03-28 16:46:39,304,"Broadway & Battery Pl",40.70463334,-74.01361706,417,"Barclay St & Church St",40.71291224,-74.01020234,19172,"Subscriber","1978",1,"0.902","10003","0","46.9","-9999","64","0","59","6.9","10","-999","-9999","0","0","0","0","0",0
"19460","Friday",434,2014-03-21 09:46:29,2014-03-21 09:53:43,305,"E 58 St & 3 Ave",40.76095756,-73.96724467,499,"Broadway & W 60 St",40.76915505,-73.98191841,21303,"Subscriber","1985",1,"1.352","10022","-13","19","-9999","43","0","39.9","6.9","10","35.1","-9999","0","0","0","0","0",0
"19461","Tuesday",92,2014-03-25 11:53:59,2014-03-25 11:55:31,306,"Cliff St & Fulton St",40.70823502,-74.00530063,316,"Fulton St & William St",40.70955958,-74.00653609,18587,"Subscriber","1976",1,"0.155","10038","53","3.9","-9999","27","0","35.1","3.5","10","32.2","-9999","0","0","0","0","0",0
"19462","Friday",139,2014-03-07 16:32:10,2014-03-07 16:34:29,311,"Norfolk St & Broome St",40.7172274,-73.98802084,356,"Bialystoker Pl & Delancey St",40.71622644,-73.98261206,16638,"Subscriber","1967",1,"0.347","10002","-2","24.1","-9999","62","0","36","6.9","10","30.3","-9999","0","0","0","0","0",0
"19463","Tuesday",140,2014-03-18 16:03:43,2014-03-18 16:06:03,316,"Fulton St & William St",40.70955958,-74.00653609,195,"Liberty St & Broadway",40.70905623,-74.01043382,19456,"Subscriber","1959",1,"0.312","10038","-32849","7","-9999","24","0","42.1","6.9","10","37.7","-9999","0","0","0","0","0",0
"19464","Monday",308,2014-03-24 11:23:42,2014-03-24 11:28:50,316,"Fulton St & William St",40.70955958,-74.00653609,308,"St James Pl & Oliver St",40.71307916,-73.99851193,19061,"Subscriber","1963",1,"0.815","10038","-64","3","-9999","37","0","26.1","4.6","10","20.5","-9999","0","0","0","0","0",0
"19465","Thursday",198,2014-03-20 16:46:05,2014-03-20 16:49:23,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,152,"Warren St & Church St",40.71473993,-74.00910627,21142,"Subscriber","1967",1,"0.662","10282","20","26.1","-9999","38","0","51.1","16.1","10","-999","-9999","0","0","0","0","0",0
"19466","Wednesday",109,2014-03-12 14:06:47,2014-03-12 14:08:36,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,21315,"Subscriber","1985",1,"0.347","10011","-6","42.1","-9999","69","0","52","6.9","7","-999","-9999","0","0","0","0","0",0
"19467","Wednesday",131,2014-03-19 09:55:02,2014-03-19 09:57:13,335,"Washington Pl & Broadway",40.72903917,-73.99404649,439,"E 4 St & 2 Ave",40.7262807,-73.98978041,15092,"Subscriber","1973",1,"0.41","10003","-25","27","-9999","75","0","34","9.2","10","26.6","-9999","0","0","0","0","0",0
"19468","Wednesday",504,2014-03-12 13:51:38,2014-03-12 14:00:02,341,"Stanton St & Mangin St",40.71782143,-73.97628939,295,"Pike St & E Broadway",40.71406667,-73.99293911,17182,"Subscriber","1997",1,"1.796","10002","10","42.1","-9999","66","0","53.1","0","8","-999","-9999","0","0","0","0","0",0
"19469","Tuesday",374,2014-03-25 15:30:53,2014-03-25 15:37:07,341,"Stanton St & Mangin St",40.71782143,-73.97628939,511,"E 14 St & Avenue B",40.72938685,-73.97772429,20651,"Subscriber","1964",1,"1.202","10002","5","10.9","-9999","33","0","37.9","6.9","10","32.7","-9999","0","0","0","0","0",0
"19470","Tuesday",481,2014-03-25 09:42:02,2014-03-25 09:50:03,342,"Columbia St & Rivington St",40.71739973,-73.98016555,229,"Great Jones St",40.72743423,-73.99379025,21449,"Subscriber","1961",1,"1.205","10002","11","12","-9999","44","0","32","4.6","10","27.5","-9999","0","0","0","0","0",0
"19472","Friday",141,2014-03-14 16:03:59,2014-03-14 16:06:20,345,"W 13 St & 6 Ave",40.73649403,-73.99704374,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,16877,"Subscriber","1985",1,"0.56","10011","-1","10","-9999","25","0","44.1","9.2","10","39","-9999","0","0","0","0","0",0
"19473","Tuesday",141,2014-03-25 16:40:29,2014-03-25 16:42:50,345,"W 13 St & 6 Ave",40.73649403,-73.99704374,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,18181,"Subscriber","1992",1,"0.56","10011","-1","12","-9999","36","0","37","6.9","10","31.6","-9999","0","0","0","0","0",0
"19474","Friday",152,2014-03-21 16:48:40,2014-03-21 16:51:12,345,"W 13 St & 6 Ave",40.73649403,-73.99704374,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,18575,"Subscriber","1990",1,"0.434","10011","4","17.1","-9999","26","0","51.1","4.6","10","-999","-9999","0","0","0","0","0",0
"19475","Thursday",140,2014-03-27 10:16:44,2014-03-27 10:19:04,348,"W Broadway & Spring St",40.72490985,-74.00154702,151,"Cleveland Pl & Spring St",40.7218158,-73.99720307,16320,"Subscriber","1982",1,"0.356","10012","5","6.1","-9999","41","0","27","8.1","10","18.7","-9999","0","0","0","0","0",0
"19477","Tuesday",494,2014-03-04 16:30:09,2014-03-04 16:38:23,352,"W 56 St & 6 Ave",40.76340613,-73.97722479,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,18257,"Subscriber","1965",1,"1.659","10019","32795","0","-9999","30","0","28","0","10","-999","-9999","0","0","0","0","0",0
"19479","Tuesday",192,2014-03-04 10:31:47,2014-03-04 10:34:59,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,19005,"Subscriber","1975",1,"0.5","10014","-4","1","-9999","48","0","18","6.9","10","8.7","-9999","0","0","0","0","0",0
"19480","Friday",192,2014-03-14 11:55:10,2014-03-14 11:58:22,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,16825,"Subscriber","1979",1,"0.5","10014","-4","7","-9999","35","0","32","5.8","10","26.4","-9999","0","0","0","0","0",0
"19481","Wednesday",452,2014-03-05 16:51:28,2014-03-05 16:59:00,359,"E 47 St & Park Ave",40.75510267,-73.97498696,447,"8 Ave & W 52 St",40.76370739,-73.9851615,15706,"Subscriber","1987",1,"0.994","10035","32803","9","-9999","34","0","35.1","4.6","10","31","-9999","0","0","0","0","0",0
"19483","Friday",408,2014-03-28 10:05:03,2014-03-28 10:11:51,361,"Allen St & Hester St",40.71605866,-73.99190759,300,"Shevchenko Pl & E 6 St",40.728145,-73.990214,15244,"Subscriber","1984",1,"1.112","10002","3","37.9","-9999","61","0","51.1","-9999","10","-999","-9999","0","0","0","0","0",0
"19484","Wednesday",134,2014-03-19 12:14:49,2014-03-19 12:17:03,362,"Broadway & W 37 St",40.75172632,-73.98753523,465,"Broadway & W 41 St",40.75513557,-73.98658032,20693,"Subscriber","1986",1,"0.571","10018","0","28.9","-9999","65","0","39.9","6.9","10","35.1","-9999","0","0","0","0","0",0
"19485","Friday",264,2014-03-14 15:51:28,2014-03-14 15:55:52,385,"E 55 St & 2 Ave",40.75797322,-73.96603308,359,"E 47 St & Park Ave",40.75510267,-73.97498696,19401,"Subscriber","1952",1,"0.729","10022","-32806","10","-9999","27","0","42.1","8.1","10","37.1","-9999","0","0","0","0","0",0
"19486","Wednesday",198,2014-03-26 12:34:08,2014-03-26 12:37:26,386,"Centre St & Worth St",40.71494807,-74.00234482,146,"Hudson St & Reade St",40.71625008,-74.0091059,14901,"Subscriber","1988",1,"0.498","10007","5","3","-9999","27","0","34","9.2","10","26.6","-9999","0","0","0","0","0",0
"19487","Friday",152,2014-03-28 15:41:41,2014-03-28 15:44:13,387,"Centre St & Chambers St",40.71273266,-74.0046073,417,"Barclay St & Church St",40.71291224,-74.01020234,15419,"Subscriber","1971",1,"0.393","10007","-32793","46","-9999","65","0","57.9","5.8","10","-999","-9999","0","0","0","0","0",0
"19488","Friday",295,2014-03-14 11:38:43,2014-03-14 11:43:38,401,"Allen St & Rivington St",40.72019576,-73.98997825,229,"Great Jones St",40.72743423,-73.99379025,19442,"Subscriber","1975",1,"0.884","10002","2","7","-9999","35","0","32","5.8","10","26.4","-9999","0","0","0","0","0",0
"19490","Wednesday",212,2014-03-26 11:53:24,2014-03-26 11:56:56,402,"Broadway & E 22 St",40.7403432,-73.98955109,357,"E 11 St & Broadway",40.73261787,-73.99158043,19417,"Subscriber","1983",1,"0.64","10010","5","3.9","-9999","29","0","33.1","15","10","23","-9999","0","0","0","0","0",0
"19493","Monday",200,2014-03-10 11:11:07,2014-03-10 11:14:27,402,"Broadway & E 22 St",40.7403432,-73.98955109,382,"University Pl & E 14 St",40.73492695,-73.99200509,21194,"Subscriber","1962",1,"0.622","10010","-5","21.9","-9999","45","0","42.1","8.1","10","37.1","-9999","0","0","0","0","0",0
